row_id,유형,유형명,대분류,종합점수,유형확신도,소득등급,중위소득대비,정책사각지대,고용형태,상환부담,총대출잔액,소비소득비율,다중채무,현금서비스이용,추정 연소득,신용평점
96025,E2,주택대출형,안정,91.592,1.0,>120% 안정,1.833,0,자영업,0.347,187733,0.687,0,0,56418,897
94754,E2,주택대출형,안정,92.046,1.0,>120% 안정,1.66,0,급여소득,0.002,242644,0.223,0,0,51082,895
71186,E2,주택대출형,안정,94.422,0.999,>120% 안정,2.982,0,자영업,0.278,4583,1.04,0,1,91748,1000
98729,E2,주택대출형,안정,95.593,1.0,>120% 안정,1.99,0,급여소득,0.223,418778,0.069,0,0,61248,945
82371,E2,주택대출형,안정,97.496,0.989,>120% 안정,1.62,0,급여소득,0.034,14877,0.975,0,0,49834,919
96834,E2,주택대출형,안정,97.737,1.0,>120% 안정,2.283,0,급여소득,0.221,262330,0.74,0,0,70252,942
72204,E2,주택대출형,안정,97.905,1.0,>120% 안정,1.23,0,급여소득,0.09,32835,0.626,0,0,37834,918
95552,E2,주택대출형,안정,98.053,0.987,>120% 안정,2.259,0,급여소득,0.225,506000,0.345,0,0,69499,1000
94820,E2,주택대출형,안정,98.546,1.0,>120% 안정,1.912,0,급여소득,0.111,256000,0.144,0,0,58835,970
98688,E2,주택대출형,안정,98.689,1.0,>120% 안정,2.597,0,급여소득,0.24,144770,0.09,0,0,79917,1000
72133,E2,주택대출형,안정,99.359,0.992,>120% 안정,2.118,0,급여소득,0.0,0,0.763,0,0,65168,1000
98725,E2,주택대출형,안정,99.747,0.99,>120% 안정,3.965,0,급여소득,0.218,132204,0.362,0,0,121999,963
73324,E2,주택대출형,안정,99.852,0.787,>120% 안정,4.604,0,급여소득,0.043,50000,0.26,0,0,141668,980
18636,E3,저부채형,안정,24.439,0.512,60~100% 중간지대,0.989,0,무직/기타,0.0,1750,1.11,0,0,30419,837
41671,E3,저부채형,안정,28.192,0.992,60~100% 중간지대,0.986,0,급여소득,0.0,3668,1.044,1,0,30333,900
43400,E3,저부채형,안정,30.913,0.994,60~100% 중간지대,0.777,0,무직/기타,0.0,0,1.067,0,0,23917,807
17730,E3,저부채형,안정,31.584,0.592,60~100% 중간지대,0.674,0,자영업,0.0,0,0.656,0,0,20751,735
70055,E3,저부채형,안정,32.112,0.985,60~100% 중간지대,0.799,0,급여소득,0.0,0,1.17,0,0,24581,953
44389,E3,저부채형,안정,34.783,0.999,60~100% 중간지대,0.883,0,급여소득,0.0,0,1.061,0,1,27166,907
21633,E3,저부채형,안정,36.04,0.682,60~100% 중간지대,0.823,0,급여소득,0.0,0,0.856,0,0,25332,963
10523,E3,저부채형,안정,38.259,1.0,100~120% 자립경계,1.043,0,급여소득,0.13,549,0.843,0,0,32086,918
2981,E3,저부채형,안정,46.666,0.988,100~120% 자립경계,1.132,0,급여소득,0.057,0,0.619,0,0,34833,671
45705,E3,저부채형,안정,47.147,1.0,60~100% 중간지대,0.915,0,급여소득,0.0,0,0.788,0,0,28164,943
68035,E3,저부채형,안정,48.646,0.988,>120% 안정,1.265,0,자영업,0.115,643,0.26,0,0,38919,750
45791,E3,저부채형,안정,49.065,1.0,60~100% 중간지대,0.845,0,급여소득,0.086,1560,0.786,0,0,25998,947
64917,E3,저부채형,안정,52.109,0.999,60~100% 중간지대,0.948,0,급여소득,0.021,0,0.928,0,0,29170,961
55502,E3,저부채형,안정,55.495,1.0,60~100% 중간지대,0.883,0,급여소득,0.0,0,0.613,0,0,27167,907
6407,E3,저부채형,안정,55.732,0.999,100~120% 자립경계,1.013,0,무직/기타,0.0,0,1.217,0,0,31164,977
58926,E3,저부채형,안정,55.768,1.0,100~120% 자립경계,1.078,0,급여소득,0.0,0,0.77,0,0,33166,968
67232,E3,저부채형,안정,56.1,0.684,100~120% 자립경계,1.11,0,급여소득,0.0,4841,0.71,0,0,34164,782
57722,E3,저부채형,안정,56.183,0.699,60~100% 중간지대,0.975,0,급여소득,0.042,0,0.543,0,0,30000,750
51832,E3,저부채형,안정,57.4,0.998,100~120% 자립경계,1.048,0,급여소득,0.0,10000,0.866,0,0,32249,999
4572,E3,저부채형,안정,59.089,0.453,>120% 안정,1.698,0,급여소득,0.21,0,1.414,0,1,52248,959
60867,E3,저부채형,안정,59.971,1.0,100~120% 자립경계,1.007,0,급여소득,0.0,0,0.806,0,0,30996,886
16363,E3,저부채형,안정,61.714,1.0,100~120% 자립경계,1.173,0,급여소득,0.0,0,0.849,0,0,36083,917
40855,E3,저부채형,안정,63.466,0.999,60~100% 중간지대,0.872,0,급여소득,0.0,0,0.408,0,0,26836,1000
61669,E3,저부채형,안정,63.776,0.977,>120% 안정,1.202,0,급여소득,0.0,5000,0.734,0,0,37000,943
44217,E3,저부채형,안정,66.134,0.997,100~120% 자립경계,1.072,0,급여소득,0.0,0,0.61,0,0,33000,863
22333,E3,저부채형,안정,66.335,0.993,>120% 안정,1.273,0,급여소득,0.0,2101,0.809,0,0,39166,828
365,E3,저부채형,안정,66.402,0.981,100~120% 자립경계,1.067,0,무직/기타,0.055,1944,0.821,0,0,32834,946
53921,E3,저부채형,안정,67.246,0.998,>120% 안정,1.224,0,무직/기타,0.0,0,0.851,0,0,37668,963
13546,E3,저부채형,안정,67.577,1.0,60~100% 중간지대,0.918,0,자영업,0.0,0,0.632,0,0,28253,970
54358,E3,저부채형,안정,68.487,0.956,>120% 안정,1.357,0,급여소득,0.059,4715,0.591,0,0,41751,972
78124,E3,저부채형,안정,69.632,0.922,>120% 안정,1.3,0,급여소득,0.0,0,0.7,0,0,40001,891
27049,E3,저부채형,안정,70.453,0.999,100~120% 자립경계,1.121,0,자영업,0.0,0,1.033,0,0,34500,845
38815,E3,저부채형,안정,72.607,0.986,60~100% 중간지대,0.883,0,자영업,0.027,0,0.347,0,0,27166,952
53070,E3,저부채형,안정,79.546,0.948,100~120% 자립경계,1.14,0,급여소득,0.0,0,0.662,0,0,35085,948
69459,E3,저부채형,안정,81.19,0.532,>120% 안정,1.365,0,급여소득,0.0,0,1.201,0,0,42000,969
15666,E4,금융이력부족형,취약,19.144,0.975,60~100% 중간지대,0.823,0,무직/기타,0.137,0,0.109,0,0,25332,596
6500,E4,금융이력부족형,취약,20.739,0.989,60~100% 중간지대,0.756,0,급여소득,0.0,0,0.114,0,0,23251,620
21406,E4,금융이력부족형,취약,25.709,0.81,60~100% 중간지대,0.731,0,급여소득,0.0,0,1.0,0,0,22500,947
5814,E4,금융이력부족형,취약,26.892,0.999,60~100% 중간지대,0.712,0,무직/기타,0.0,0,0.492,0,0,21915,696
46718,E4,금융이력부족형,취약,28.44,0.995,60~100% 중간지대,0.696,0,무직/기타,0.0,0,0.417,0,0,21419,833
63758,E4,금융이력부족형,취약,29.598,0.988,60~100% 중간지대,0.604,0,급여소득,0.0,0,0.338,0,0,18581,867
41396,E4,금융이력부족형,취약,29.946,0.999,60~100% 중간지대,0.907,0,급여소득,0.0,0,0.438,0,0,27916,716
22082,E4,금융이력부족형,취약,31.014,0.999,60~100% 중간지대,0.753,0,급여소득,0.0,0,0.63,0,0,23170,868
11003,E4,금융이력부족형,취약,31.175,0.948,60~100% 중간지대,0.812,0,급여소득,0.0,0,0.576,0,0,24996,814
19082,E4,금융이력부족형,취약,33.184,0.994,60~100% 중간지대,0.75,0,급여소득,0.0,0,0.713,0,0,23084,982
11170,E4,금융이력부족형,취약,34.103,1.0,60~100% 중간지대,0.883,0,급여소득,0.0,0,0.231,0,0,27167,772
15058,E4,금융이력부족형,취약,35.402,0.998,60~100% 중간지대,0.937,0,급여소득,0.0,0,0.073,0,0,28837,635
43684,E4,금융이력부족형,취약,35.565,0.98,100~120% 자립경계,1.124,0,급여소득,0.0,0,0.15,0,0,34584,565
690,E4,금융이력부족형,취약,38.457,1.0,60~100% 중간지대,0.818,0,무직/기타,0.0,0,0.071,0,0,25168,741
31147,E4,금융이력부족형,취약,39.763,0.996,60~100% 중간지대,0.823,0,급여소득,0.0,0,0.273,0,0,25333,802
69064,E4,금융이력부족형,취약,40.63,1.0,100~120% 자립경계,1.013,0,급여소득,0.0,21302,0.074,0,0,31164,750
10029,E4,금융이력부족형,취약,42.356,1.0,100~120% 자립경계,1.1,0,급여소득,0.0,0,0.317,0,0,33833,750
66565,E4,금융이력부족형,취약,46.397,0.999,60~100% 중간지대,0.942,0,자영업,0.0,0,0.199,0,0,29001,853
23559,E4,금융이력부족형,취약,46.921,0.981,60~100% 중간지대,0.753,0,무직/기타,0.0,0,0.645,0,0,23170,950
43477,E4,금융이력부족형,취약,47.672,1.0,60~100% 중간지대,0.983,0,급여소득,0.0,0,0.447,0,0,30249,819
23918,E4,금융이력부족형,취약,49.133,0.802,60~100% 중간지대,0.891,0,자영업,0.0,0,0.095,1,0,27415,982
64578,E4,금융이력부족형,취약,50.397,0.998,100~120% 자립경계,1.143,0,급여소득,0.0,0,0.689,0,0,35170,973
21676,E4,금융이력부족형,취약,51.242,0.852,60~100% 중간지대,0.794,0,급여소득,0.0,0,0.0,0,0,24417,800
626,E4,금융이력부족형,취약,51.876,1.0,60~100% 중간지대,0.932,0,무직/기타,0.0,0,0.166,0,0,28668,750
17319,E4,금융이력부족형,취약,52.16,1.0,60~100% 중간지대,0.888,0,자영업,0.0,0,0.062,0,0,27332,750
38763,E4,금융이력부족형,취약,58.331,0.574,60~100% 중간지대,0.842,0,자영업,0.087,0,0.013,0,0,25920,890
7861,E4,금융이력부족형,취약,58.682,0.856,60~100% 중간지대,0.988,0,급여소득,0.046,0,0.069,0,0,30415,750
47576,E4,금융이력부족형,취약,66.336,0.649,60~100% 중간지대,0.905,0,급여소득,0.0,0,0.426,0,0,27833,932
32336,E4,금융이력부족형,취약,66.697,0.691,100~120% 자립경계,1.032,0,급여소득,0.0,0,0.142,0,0,31751,750
21871,E4,금융이력부족형,취약,67.732,0.998,100~120% 자립경계,1.151,0,급여소득,0.0,0,0.533,0,0,35419,966
72124,E4,금융이력부족형,취약,67.765,0.783,100~120% 자립경계,1.026,0,급여소득,0.0,0,0.458,0,0,31580,909
58683,E4,금융이력부족형,취약,73.407,0.972,100~120% 자립경계,1.132,0,급여소득,0.0,4274,0.263,0,0,34834,805
35618,E4,금융이력부족형,취약,74.122,0.961,60~100% 중간지대,0.891,0,급여소득,0.0,0,0.275,0,0,27417,940
8663,E4,금융이력부족형,취약,75.118,0.996,>120% 안정,1.216,0,급여소득,0.0,0,0.066,0,0,37414,846
60697,E4,금융이력부족형,취약,76.284,0.971,>120% 안정,1.327,0,급여소득,0.0,0,0.167,0,0,40834,788
91141,E5,대출부담형,취약,3.838,1.0,60~100% 중간지대,0.831,0,급여소득,0.288,43082,1.373,1,0,25580,414
84988,E5,대출부담형,취약,4.299,1.0,100~120% 자립경계,1.067,1,자영업,0.541,6882,1.672,1,0,32834,721
93683,E5,대출부담형,취약,5.437,0.997,>120% 안정,1.944,1,급여소득,0.514,23415,1.644,1,1,59833,641
4045,E5,대출부담형,취약,6.348,1.0,60~100% 중간지대,0.655,0,무직/기타,0.0,0,0.699,0,0,20170,100
87310,E5,대출부담형,취약,6.782,1.0,100~120% 자립경계,1.11,1,급여소득,0.171,18611,0.89,1,1,34168,607
5655,E5,대출부담형,취약,6.85,1.0,60~100% 중간지대,0.739,0,자영업,0.0,0,1.592,0,0,22749,541
67421,E5,대출부담형,취약,7.6,1.0,60~100% 중간지대,0.707,0,자영업,0.0,0,1.31,0,1,21749,150
84658,E5,대출부담형,취약,8.551,1.0,>120% 안정,1.679,1,급여소득,0.727,26923,0.762,1,0,51668,663
61951,E5,대출부담형,취약,8.604,1.0,60~100% 중간지대,0.986,0,자영업,0.235,9474,0.857,1,0,30334,763
86387,E5,대출부담형,취약,8.728,1.0,100~120% 자립경계,1.016,1,무직/기타,0.063,29670,1.834,1,0,31251,769
25344,E5,대출부담형,취약,8.764,0.999,60~100% 중간지대,0.951,0,급여소득,0.0,0,1.599,0,0,29248,745
43095,E5,대출부담형,취약,9.134,1.0,60~100% 중간지대,0.915,0,무직/기타,0.486,469,1.203,0,0,28164,829
91184,E5,대출부담형,취약,9.961,1.0,100~120% 자립경계,1.075,1,급여소득,0.313,26592,1.734,0,0,33081,629
85130,E5,대출부담형,취약,12.33,1.0,>120% 안정,1.527,1,급여소득,0.224,63771,0.87,1,1,46999,705
18634,E5,대출부담형,취약,12.388,0.999,60~100% 중간지대,0.91,0,무직/기타,0.222,0,1.573,0,0,27996,825
44427,E5,대출부담형,취약,12.441,1.0,60~100% 중간지대,0.986,0,무직/기타,0.028,0,1.799,0,0,30333,862
6558,E5,대출부담형,취약,12.907,0.99,60~100% 중간지대,0.726,0,자영업,0.0,0,0.307,0,0,22330,250
13316,E5,대출부담형,취약,13.308,0.999,60~100% 중간지대,0.859,0,급여소득,0.028,0,0.378,0,1,26418,150
56680,E5,대출부담형,취약,13.586,0.993,100~120% 자립경계,1.129,1,급여소득,0.214,0,0.539,0,0,34753,250
84912,E5,대출부담형,취약,13.615,1.0,100~120% 자립경계,1.192,1,급여소득,0.166,40064,1.015,1,0,36664,728
93227,E5,대출부담형,취약,14.017,1.0,>120% 안정,1.23,1,급여소득,0.372,60149,0.302,1,0,37836,653
90034,E5,대출부담형,취약,14.17,0.999,60~100% 중간지대,0.97,0,급여소득,0.0,22040,1.505,0,1,29833,600
67217,E5,대출부담형,취약,16.998,0.947,60~100% 중간지대,0.818,0,급여소득,0.177,0,1.252,0,1,25164,710
16466,E5,대출부담형,취약,17.406,0.58,60~100% 중간지대,0.902,0,급여소득,0.013,6525,1.164,0,0,27749,654
24340,E5,대출부담형,취약,18.245,0.999,100~120% 자립경계,1.067,1,자영업,0.0,0,0.274,0,0,32834,100
33817,E5,대출부담형,취약,18.929,0.955,60~100% 중간지대,0.845,0,무직/기타,0.058,0,1.796,0,0,25999,812
58928,E5,대출부담형,취약,20.433,0.982,100~120% 자립경계,1.11,1,자영업,0.0,0,1.641,0,0,34169,867
49305,E5,대출부담형,취약,21.51,0.989,60~100% 중간지대,0.98,0,급여소득,0.508,18681,0.335,0,0,30166,797
90355,E5,대출부담형,취약,24.523,0.996,>120% 안정,1.259,1,급여소득,0.11,0,1.245,1,0,38751,799
89324,E5,대출부담형,취약,30.961,0.993,100~120% 자립경계,1.146,0,급여소득,0.321,112821,0.604,1,0,35253,906
54163,E5,대출부담형,취약,39.731,0.997,100~120% 자립경계,1.116,0,급여소득,0.157,0,0.22,0,0,34332,570
65288,E5,대출부담형,취약,39.794,0.851,100~120% 자립경계,1.051,0,자영업,0.0,0,1.263,0,0,32336,684
28215,E5,대출부담형,취약,40.992,0.984,100~120% 자립경계,1.146,0,무직/기타,0.442,7360,0.056,0,0,35253,750
60378,E5,대출부담형,취약,42.664,0.863,>120% 안정,1.338,0,무직/기타,0.217,116262,0.899,1,0,41170,928
92798,E5,대출부담형,취약,53.86,0.695,>120% 안정,1.909,0,급여소득,0.365,115664,0.496,1,0,58750,892
99140,E6,위기형,취약,0.281,1.0,>120% 안정,1.614,1,자영업,0.058,84827,0.207,1,1,49669,150
99359,E6,위기형,취약,0.334,1.0,100~120% 자립경계,1.062,1,무직/기타,0.178,0,1.576,0,1,32664,299
99039,E6,위기형,취약,0.67,1.0,100~120% 자립경계,1.024,1,자영업,0.159,1836,0.293,1,0,31498,200
98512,E6,위기형,취약,0.921,1.0,60~100% 중간지대,0.696,0,급여소득,4.112,145265,0.809,0,0,21419,677
99938,E6,위기형,취약,0.968,1.0,60~100% 중간지대,0.891,0,자영업,0.205,4799,0.914,1,0,27419,150
100350,E6,위기형,취약,0.983,1.0,>120% 안정,1.53,1,자영업,0.0,65871,11.291,1,0,47082,855
97715,E6,위기형,취약,0.989,1.0,>120% 안정,3.001,1,급여소득,3.559,580035,0.408,1,0,92334,959
92026,E6,위기형,취약,1.092,1.0,>120% 안정,1.349,1,급여소득,0.359,160000,2.993,0,1,41499,690
95817,E6,위기형,취약,1.133,1.0,>120% 안정,1.641,1,급여소득,3.509,433350,0.765,0,0,50501,988
45983,E6,위기형,취약,1.264,1.0,60~100% 중간지대,0.639,0,급여소득,1.521,62000,0.772,1,1,19666,150
98332,E6,위기형,취약,1.283,1.0,>120% 안정,1.449,1,급여소득,0.506,176952,1.779,0,1,44581,150
94652,E6,위기형,취약,1.365,1.0,>120% 안정,1.609,1,급여소득,1.638,419279,0.999,1,1,49501,150
98832,E6,위기형,취약,1.404,1.0,100~120% 자립경계,1.194,1,급여소득,0.0,2071,0.373,0,0,36749,150
29543,E6,위기형,취약,1.568,1.0,60~100% 중간지대,0.91,0,자영업,0.0,0,0.186,0,0,28004,150
49432,E6,위기형,취약,1.662,1.0,60~100% 중간지대,0.812,0,급여소득,2.237,0,0.292,1,0,24996,507
93515,E6,위기형,취약,1.818,0.994,60~100% 중간지대,0.929,0,급여소득,0.774,36600,2.749,1,1,28583,693
86151,E6,위기형,취약,1.944,0.756,100~120% 자립경계,1.159,1,급여소득,0.182,0,0.793,1,1,35668,514
99287,E6,위기형,취약,1.982,1.0,60~100% 중간지대,0.783,0,자영업,0.0,0,0.069,0,0,24085,150
54831,E6,위기형,취약,1.985,0.991,60~100% 중간지대,0.764,0,무직/기타,2.121,10889,0.493,0,0,23502,582
85768,E6,위기형,취약,2.103,0.99,100~120% 자립경계,1.151,1,자영업,0.325,17254,3.28,1,1,35417,565
84592,E6,위기형,취약,2.149,0.991,>120% 안정,1.376,1,급여소득,1.016,16567,1.484,0,1,42333,666
72348,E6,위기형,취약,2.418,1.0,>120% 안정,1.481,1,무직/기타,2.285,61857,0.645,1,0,45583,842
37967,E6,위기형,취약,2.505,1.0,60~100% 중간지대,0.834,0,무직/기타,0.065,0,0.712,0,0,25663,100
87155,E6,위기형,취약,2.757,0.986,>120% 안정,1.582,1,급여소득,0.257,0,2.664,1,1,48667,760
85960,E6,위기형,취약,2.794,1.0,>120% 안정,1.346,1,자영업,2.175,27833,0.139,1,0,41414,720
95401,E6,위기형,취약,3.247,1.0,>120% 안정,1.774,1,무직/기타,1.988,176850,0.557,0,0,54583,894
100691,E6,위기형,취약,4.197,1.0,>120% 안정,1.435,1,급여소득,0.69,470000,1.559,1,0,44166,970
77638,E6,위기형,취약,5.265,1.0,>120% 안정,1.695,1,급여소득,0.755,98324,0.516,0,0,52165,900
97171,E6,위기형,취약,6.797,0.954,>120% 안정,2.023,1,급여소득,1.531,773556,0.874,0,0,62250,924
97397,E6,위기형,취약,6.844,0.774,>120% 안정,1.75,1,급여소득,1.584,315035,0.701,0,0,53834,1000
97995,E6,위기형,취약,10.889,0.998,>120% 안정,3.141,1,급여소득,1.184,661000,0.097,1,0,96666,899
89834,E6,위기형,취약,14.329,0.996,>120% 안정,2.229,1,급여소득,0.374,328400,1.209,1,0,68584,948
83715,E6,위기형,취약,28.335,1.0,>120% 안정,1.831,0,자영업,0.378,31795,0.38,0,0,56335,771
100697,E6,위기형,취약,99.924,1.0,>120% 안정,8.222,0,급여소득,0.157,664060,0.222,1,1,252996,795
100343,E6,위기형,취약,99.98,1.0,>120% 안정,7.255,0,급여소득,0.382,707879,0.689,0,0,223251,988
